Date,ID,Category,Tweet,Retweets,Favorites,Mentions,Hashtags
5/1/2018 23:23,9.92E+17,Listing,# Binance Lists Loom Network ( $ LOOM ) https://support.binance.com/hc/us/articles/360003216612 …pic.twitter.com/5RsqmCliN6,387,1120,,#
5/1/2018 0:41,9.91E+17,Ham,Don't forget to try out the # Binance stand-alone Windows and macOS clients. Available for download at https://www.binance.com/clientDownloads.html …pic.twitter.com/HYXm9VFpkw,389,1345,,#
4/30/2018 1:27,9.91E+17,Ham,# Binance Flash Update! https://medium.com/binanceexchange/binance-flash-update-d5fa358af355 …,171,490,,#
4/29/2018 20:17,9.91E+17,Ham,# Binance has verified all listed ERC20 tokens are not affected by the Batch or Proxy Overflow Bugs. Thank you @ Quantstamp for your assistance in keeping Binance the most secure exchange by efficiently auditing all ERC20 tokens listed. Read more on Medium:https://medium.com/quantstamp/quantstamps-successful-security-audit-of-binance-s-erc20-tokens-c4577a31d8a6 …,1005,3320,@,#
4/29/2018 12:00,9.91E+17,Ham,Would you like to join the # Binance Team?https://twitter.com/Teddy_Lin/status/990515208085893122 …,211,1100,,#
4/27/2018 10:49,9.90E+17,Ham,"Live Video: The Premier of Bermuda, David Burt, signs an MOU and partnership with Binance to promote future growth, jobs and opportunities for the people of Bermuda. @ BermudaPremier @ cz_binancehttp://bernews.com/2018/04/live-video-premier-david-burt-press-conference-2/ …",232,702,@ @,
4/26/2018 23:38,9.90E+17,Listing,# Binance Lists # Golem ( $ GNT ) https://support.binance.com/hc/en-us/articles/360003082032 …pic.twitter.com/knhRBtguGB,482,1638,,# #
4/26/2018 6:07,9.89E+17,Ham,CZ and He Yi made an appearance on UBC Lunchtime News. Discussing how Binance can support Uganda's economic transformation and youth employment through blockchain. Watch it herehttps://youtu.be/sceZgerSugE,135,449,,
4/25/2018 20:23,9.89E+17,Ham,Sequoia Legal Case Update https://support.binance.com/hc/en-us/articles/360003048892 …pic.twitter.com/EfIBEHPOeU,156,480,,
4/24/2018 5:53,9.89E+17,Ham,"Some users may be experiencing issues loading the site. This is because Google DNS or Amazon Route 53 are currently down, Please switch to cloudflare DNS 1.1.1.1 or opendns 208.67.222.222 in the meantime",365,997,,
4/23/2018 2:32,9.88E+17,Ham,# Binance Flash Update!https://medium.com/binanceexchange/binance-flash-update-86de8660dea0 …,176,780,,#
4/17/2018 23:22,9.86E+17,Listing,# Binance Lists # CloakCoin ( $ CLOAK ) https://support.binance.com/hc/en-us/articles/360002826891 …pic.twitter.com/oOpuBrzApI,302,921,,# #
4/16/2018 20:56,9.86E+17,Listing,# Binance Adds ADA/BNB and ADA/USDT Trading Pairs https://support.binance.com/hc/en-us/articles/360002770711 …pic.twitter.com/HDy7JxezGV,931,2878,,#
4/16/2018 7:06,9.86E+17,Ham,# Binance Highlights - Month 9https://medium.com/binanceexchange/binance-highlights-month-9-bc06b2bb1a1a …,122,411,,#
4/16/2018 5:45,9.86E+17,Ham,# Binance is excited to announce our Whitelist for Withdrawals! Visit your account center to configure your whitelisted withdrawal addresses.pic.twitter.com/sMsGlW95Lm,213,691,,#
4/16/2018 5:13,9.86E+17,Ham,# Binance is Now Available in # Turkish https://support.binance.com/hc/en-us/articles/360002744511 …pic.twitter.com/oRMIZTQrH7,736,2935,,# #
4/16/2018 2:27,9.86E+17,Ham,$ IOST Competition Has Now Concludedhttps://support.binance.com/hc/en-us/articles/360002735551 …,40,185,,
4/16/2018 0:59,9.86E+17,Ham,Join now our # Instagram Live for the $ IOST Lucky Draw https://www.instagram.com/binanceexchange/ …,53,221,,#
4/15/2018 23:10,9.86E+17,Ham,"Join us for the $ IOST Lucky Draw. Live from April 16, 2018, 08:00AM (UTC) https://www.youtube.com/c/BinanceExchangeOfficial/live …pic.twitter.com/zgRyiQSife",105,336,,
4/15/2018 3:08,9.85E+17,Ham,# Binance 3rd Quarterly $ BNB Token Burn https://support.binance.com/hc/en-us/articles/360002684252 …pic.twitter.com/wvryLvYDhn,636,1632,,#
4/12/2018 21:07,9.85E+17,Ham,Watch Live: https://www.facebook.com/congress.jason/videos/2051323538412946/ …https://twitter.com/cz_binance/status/984640642352529408 …,103,422,,
4/11/2018 16:52,9.84E+17,Ham,Not long until the quarterly # Binance BNB buyback and burn. How many $ BNB do you think will be burned this quarter?,563,1673,,#
4/10/2018 11:00,9.84E+17,Ham,"Introducing our latest security feature. The Anti-Phishing code. You can customize your Anti-Phishing settings in your # Binance account center. Once you have successfully set your Anti-Phishing Code, all legitimate Binance emails that you receive will contain this exact code.pic.twitter.com/WwjiT0ODnW",564,1944,,#
4/9/2018 3:06,9.83E+17,Ham,# Binance Flash Update! https://medium.com/binanceexchange/binance-flash-update-642cce6a319e …,140,365,,#
4/8/2018 4:26,9.83E+17,Ham,# Binance $ QLC Competition Has Now Concludedhttps://support.binance.com/hc/en-us/articles/360002496652 …,96,448,,#
4/5/2018 19:26,9.82E+17,Ham,# Binance Has Distributed March $ GAS ( $ NEO ) https://support.binance.com/hc/en-us/articles/360002475091 …pic.twitter.com/qezGGmwMhc,251,1046,,#
4/4/2018 22:12,9.82E+17,Listing,Binance Delists Centra (CTR) Tokenhttps://support.binance.com/hc/en-us/articles/360002428872 …,539,1689,,
4/4/2018 5:32,9.82E+17,Ham,"Login issues now resolved. If you repeatedly attempted to log in previously, you may still experience some issues; please create a support ticket if this is the case. Thank you for your understanding and support.",407,1727,,
4/4/2018 2:06,9.81E+17,Listing,# Binance Lists # Groestlcoin ( $ GRS ) https://support.binance.com/hc/en-us/articles/360002394971 …pic.twitter.com/anVyzaT5dM,268,814,,# #
4/3/2018 20:40,9.81E+17,Ham,# Binance $ IOST Competition - 5 Million # IOST To Giveaway! @ IOStoken https://support.binance.com/hc/en-us/articles/360002374112 …pic.twitter.com/QurKuKid3L,318,715,@,# #
4/2/2018 19:14,9.81E+17,Ham,CTR Risk Announcement https://support.binance.com/hc/en-us/articles/360002360851 …pic.twitter.com/Dw3TUdXaND,494,964,,
4/2/2018 1:13,9.81E+17,Ham,# Binance Flash Update!https://medium.com/binanceexchange/binance-flash-update-51e92d08fa71 …,111,403,,#
4/1/2018 23:20,9.81E+17,Listing,"# Binance Adds QLC/BNB Trading Pair https://support.binance.com/hc/en-us/articles/360002319172 … To celebrate a cooperative partnership between Binance and @ QlinkMobi and to also further increase the utility of the $ BNB token, Qlink will accept BNB as a form of payment for services to be used on the Qlink dApppic.twitter.com/r5nNrZoTM5",196,592,@,#
3/29/2018 6:08,9.79E+17,Ham,Do what you love at # Binance. We're Hiring! https://goo.gl/4pwjEG pic.twitter.com/s2nOlrDkQi,179,693,,#
3/28/2018 23:07,9.79E+17,Listing,# Binance Lists # WePower ( $ WPR ) https://support.binance.com/hc/en-us/articles/360002259711 …pic.twitter.com/RfTAyOUWFP,419,1210,,# #
3/28/2018 5:17,9.79E+17,Ham,"# Binance # QLC Competition - 3,000,000 QLC to Giveaway! @ QlinkMobi https://support.binance.com/hc/en-us/articles/360002193152 …pic.twitter.com/bwEITL6y16",224,542,@,# #
3/28/2018 1:07,9.79E+17,Listing,# Binance Lists # Syscoin ( $ SYS ) https://support.binance.com/hc/en-us/articles/360002185452 …pic.twitter.com/qtbMp8iUNq,532,1390,,# #
3/27/2018 19:55,9.79E+17,Ham,# Binance $ QTUM Competition Has Now Concludedhttps://support.binance.com/hc/en-us/articles/360002180892 …,46,256,,#
3/26/2018 2:20,9.78E+17,Ham,# Binance Flash Update! https://medium.com/binanceexchange/binance-flash-update-34998aed34f9 …,116,375,,#
3/26/2018 1:40,9.78E+17,Listing,# Binance Lists # Qlink ( $ QLC ) https://support.binance.com/hc/en-us/articles/360002108311 …pic.twitter.com/DIJI8O1wCm,292,904,,# #
3/24/2018 17:59,9.78E+17,Ham,"There are reports of an e-mail circulating, disguised as being from Binance, advertising an ""ERC20 Token Import"". This is a scam designed to steal funds from your personal wallets (not your Binance account). Never give out your private keys/phrases! https://steemit.com/binance/@czbinance/securing-your-trading-account …pic.twitter.com/ldg6UjY2pP",689,1096,@czbinance,
3/23/2018 5:48,9.77E+17,Ham,# Binance announces investment in # Maltahttps://medium.com/binanceexchange/binance-the-worlds-largest-crypto-exchange-announces-investment-in-malta-4c7e51136563 …,688,1989,,# #
3/23/2018 3:31,9.77E+17,Ham,# Binance introduces the # Vietnam Online Portal! # Binance giới thiệu cổng thông tin trực tuyến dành riêng cho Việt Nam https://www.binance.com/binanceInVietnam.html … Telegram: https://t.me/BinanceVietnamese …pic.twitter.com/lhrC8Hxsz2,106,455,,# # #
3/23/2018 3:09,9.77E+17,Ham,# Binance Opens Withdrawals for Bitcoin X ( $ BCX ) https://support.binance.com/hc/en-us/articles/360002059911 …pic.twitter.com/yzulNa4OcW,89,309,,#
3/22/2018 20:55,9.77E+17,Listing,# Binance Lists WanCoin ( $ WAN ) https://support.binance.com/hc/en-us/articles/360002030432 …pic.twitter.com/bgtqLeuvuC,533,1334,,#
3/22/2018 19:19,9.77E+17,Ham,Coming very soon!,5,33,,
3/22/2018 6:02,9.77E+17,Ham,# Binance Launches MAC Client https://support.binance.com/hc/en-us/articles/360002006552 …pic.twitter.com/sX8Dgvpk8X,546,1776,,#
3/19/2018 23:01,9.76E+17,Listing,# Binance Lists # NEM ( $ XEM ) https://support.binance.com/hc/en-us/articles/360001903091 …pic.twitter.com/H6Na7LS05W,1505,3409,,# #
3/19/2018 3:35,9.76E+17,Ham,# Binance Flash Update! https://medium.com/binanceexchange/binance-flash-update-d59c77965129 …,69,266,,#
3/19/2018 3:01,9.76E+17,Ham,"We have recently changed our Twitter handle from @ Binance_2017 to @ Binance and as a result, we no longer have the Blue ""Verified"" tick on Twitter. We are currently in the process of re-verification.https://support.binance.com/hc/en-us/articles/360001870671 …",315,1034,@ @,
3/19/2018 1:46,9.76E+17,Listing,"# Binance Adds QTUM/BNB and QTUM/USDT Trading Pairs - 50,000 $ QTUM to Giveaway https://support.binance.com/hc/en-us/articles/360001843292 …pic.twitter.com/JXN4SbxuFK",255,608,,#
3/19/2018 0:45,9.76E+17,Ham,# Binance Hacker Bounty - Progress Update & Discussionhttps://steemit.com/cryptocurrency/@binanceexchange/binance-bounty-progress-update-march-19th-2018 …,196,640,@binanceexchange,#
3/18/2018 20:23,9.76E+17,Ham,# Binance $ ONT Competition Has Now Concludedhttps://support.binance.com/hc/en-us/articles/360001838712 …,67,284,,#
