Date,ID,Category,Tweet,Retweets,Favorites,Mentions,Hashtags
3/9/2018 10:42,9.72E+17,Ham,"'The Honey Framework' allows users to connect their trading strategies directly to the Bitfinex trading engine, controlling the execution via the user interface they already know.https://www.youtube.com/watch?v=Qlm4OXxmIjI …",24,72,,
3/9/2018 10:40,9.72E+17,Ham,We are excited to introduce 'The Honey Framework' - an open source toolkit for traders to develop custom order types & trading strategies on Bitfinex.https://medium.com/bitfinex/honey-framework-d1d37d02f1df …,139,412,,
3/8/2018 14:22,9.72E+17,Ham,We've spent the past 26 hours deploying a number of UI & performance upgrades to improve the overall trading experience for our users.https://medium.com/bitfinex/platform-development-update-march-8th-2018-bc44b5b0e407 …,97,441,,
3/5/2018 11:24,9.71E+17,Ham,We have taken ETC and NEO balance snapshots and we look forward to observing the future development of both CLO and ONT.,214,684,,
3/2/2018 9:38,9.70E+17,Ham,We are excited to announce an additional 33.3% decrease in BTC withdrawal fees. BTC withdrawal fees are now only 0.0004 BTC on Bitfinex. # SegWit,812,3329,,#
3/1/2018 8:58,9.69E+17,Ham,"Since SegWit adoption we have managed to decrease our BTC withdrawal fees by 25%, to 0.0006 BTC. We are working hard to reduce this number further in the upcoming weeks and we are excited by the improvements made possible by SegWit.",942,3648,,
2/23/2018 7:43,9.67E+17,Ham,The public should beware of fraudulent actors that are promoting giveaways or collecting donations to defend against litigation that does not exist. We encourage all our users to be cautious and to follow the safety precautions outlined below.https://medium.com/bitfinex/security-update-a408275b5353 …,159,395,,
2/20/2018 8:16,9.66E+17,Ham,We are proud to announce support for SegWit. https://medium.com/bitfinex/bitfinex-adopts-segwit-8e6c5d72fcf9 …pic.twitter.com/Kk2cA71wNN,1431,4479,,
2/12/2018 9:30,9.63E+17,Ham,"We are excited to announce EOSfinex - a high-performance, decentralized exchange to be built on http://EOS.IO .https://medium.com/bitfinex/announcing-eosfinex-69eea273369f …",1257,2800,,
2/8/2018 9:16,9.62E+17,Ham,"When using any cryptocurrency-related service, it is imperative that you take certain precautionary measures. Keep your Bitfinex account secure by following these simple steps: https://medium.com/bitfinex/security-on-bitfinex-efc88dbd3f04 …pic.twitter.com/FiDACibHuN",106,325,,
